Designator,Val,Package,MidX,MidY,Rotation,Layer
D1,Blue_LED,0805_2012Metric_Pad1.15x1.40mm_HandSolder,86.06,-63.13,90,Top
R1,4.7K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,84.06,-63.13,90,Top
